polymer_1,polymer_p2,ratio_1_2,filler_1,wt_l1,filler_2,wt_l2,foaming,conductivity,owner
HDPEtreated,,,GNP,11.480530485157832,,,0,4.400465503441516,data set 5
HDPEtreated,,,GNP,7.655316297014903,,,0,1.0008180591772113,data set 5
HDPEtreated,,,GNP,5.0514612452746706,,,0,0.9234022337238358,data set 5
HDPEtreated,,,GNP,21.060863904806624,,,0,7.123414084264759,data set 5
HDPEtreated,,,GNP,23.086465659809317,,,0,5.430410722487199,data set 5
HDPEtreated,,,GNP,4.2184204905344425,,,0,0.7296046780902622,data set 5
HDPEtreated,,,GNP,19.44274311459737,,,0,5.639003052695295,data set 5
HDPEtreated,,,GNP,5.1479752229794595,,,0,0.5477727127646832,data set 5
HDPEtreated,,,GNP,12.082801159029936,,,0,3.583219104643897,data set 5
HDPEtreated,,,GNP,21.839384488975718,,,0,5.9621498332226786,data set 5
HDPEtreated,,,GNP,17.20021948212282,,,0,7.643997472822779,data set 5
HDPEtreated,,,GNP,6.874511315575395,,,0,1.05330531843543,data set 5
HDPEtreated,,,GNP,24.700272490688146,,,0,14.004275285509511,data set 5
HDPEtreated,,,GNP,14.594173168984241,,,0,6.04268495841804,data set 5
HDPEtreated,,,GNP,2.1129187466733157,,,0,0.1589834695641008,data set 5
HDPEtreated,,,GNP,15.917324644366717,,,0,7.498131400495946,data set 5
HDPEtreated,,,GNP,8.376483848390581,,,0,1.6819317605235236,data set 5
HDPEtreated,,,GNP,20.102130250275053,,,0,6.856640106781085,data set 5
HDPEtreated,,,GNP,2.7283258630039073,,,0,0.16288686933448746,data set 5
HDPEtreated,,,GNP,7.249739229102891,,,0,2.1095029508053496,data set 5
HDPEtreated,,,GNP,7.1176027609673245,,,0,1.2102885446626421,data set 5
HDPEtreated,,,GNP,22.724976997823426,,,0,5.2435838878694785,data set 5
HDPEtreated,,,GNP,24.046483812034825,,,0,13.965456251579587,data set 5
HDPEtreated,,,GNP,11.208492945140089,,,0,2.960291117061606,data set 5
HDPEtreated,,,GNP,3.376500725949999,,,0,0.3175510299264435,data set 5
HDPEtreated,,,GNP,23.748496181133888,,,0,7.342385671311616,data set 5
HDPEtreated,,,GNP,10.660766697637145,,,0,2.0016632630998195,data set 5
HDPEtreated,,,GNP,9.477560786181307,,,0,2.751175411169231,data set 5
HDPEtreated,,,GNP,21.113849443635093,,,0,8.037122615026094,data set 5
HDPEtreated,,,GNP,19.456604099679538,,,0,4.245811581602673,data set 5
HDPEtreated,,,GNP,5.409831226672307,,,0,1.2222924375137938,data set 5
HDPEtreated,,,GNP,9.422499113016105,,,0,3.224447970638294,data set 5
HDPEtreated,,,GNP,6.394126472147755,,,0,1.6777138660035207,data set 5
HDPEtreated,,,GNP,16.249910952866294,,,0,8.629112283868496,data set 5
HDPEtreated,,,GNP,15.192527933937887,,,0,7.020281330899929,data set 5
HDPEtreated,,,GNP,16.391654434976786,,,0,8.753242303581708,data set 5
HDPEtreated,,,GNP,2.2505552391967862,,,0,0.12048463315353966,data set 5
HDPEtreated,,,GNP,20.217962902096556,,,0,10.220918003606284,data set 5
HDPEtreated,,,GNP,6.511463267271975,,,0,1.449782800770793,data set 5
